,loss,accuracy,val_loss,val_accuracy
0,1.6777398586273193,0.23554807901382446,1.5539003610610962,0.31397172808647156
1,1.4403727054595947,0.3665264844894409,1.4126603603363037,0.3651042878627777
2,1.3540910482406616,0.3728623390197754,1.3301613330841064,0.3684682548046112
3,1.3102245330810547,0.37863752245903015,1.2862739562988281,0.3727293014526367
4,1.2764599323272705,0.39013177156448364,1.2569952011108398,0.38169991970062256
5,1.2554056644439697,0.4050462543964386,1.2339004278182983,0.3949315845966339
6,1.2374871969223022,0.41160640120506287,1.216416597366333,0.4092845916748047
7,1.2152681350708008,0.4251752197742462,1.199791431427002,0.4207221269607544
8,1.2067290544509888,0.43201568722724915,1.185225486755371,0.4352993965148926
9,1.18716299533844,0.44261282682418823,1.1742578744888306,0.44225162267684937
10,1.1766204833984375,0.4453602433204651,1.162505865097046,0.44920384883880615
11,1.1641345024108887,0.4562377333641052,1.1527259349822998,0.4536891579627991
12,1.1502617597579956,0.46027472615242004,1.1421977281570435,0.45996859669685364
13,1.140981674194336,0.46767592430114746,1.12940514087677,0.473200261592865
14,1.125414252281189,0.4796747863292694,1.1206692457199097,0.4745458662509918
15,1.119705080986023,0.47883376479148865,1.1111277341842651,0.48620766401290894
16,1.1058326959609985,0.49055227637290955,1.0996984243392944,0.495626837015152
17,1.0934666395187378,0.49604710936546326,1.0925602912902832,0.4965238869190216
18,1.0849140882492065,0.504401445388794,1.0820964574813843,0.5088585019111633
19,1.0728167295455933,0.5149425268173218,1.075216293334961,0.5113254189491272
20,1.0673693418502808,0.5221754908561707,1.0651154518127441,0.5241085290908813
21,1.0536949634552002,0.5352957844734192,1.053629994392395,0.5458623170852661
22,1.0452992916107178,0.5474628806114197,1.046094536781311,0.5546086430549622
23,1.037472128868103,0.5574432015419006,1.0366672277450562,0.5669432878494263
24,1.0281590223312378,0.5663022398948669,1.027727723121643,0.586902916431427
25,1.0234018564224243,0.5707316994667053,1.0177001953125,0.6055169105529785
26,1.0115729570388794,0.589514970779419,1.0115878582000732,0.6270464062690735
27,1.0023568868637085,0.6007289290428162,1.0040949583053589,0.6422964930534363
28,0.9868040680885315,0.6156433820724487,0.9939035177230835,0.6564251780509949
29,0.9802535772323608,0.6224839091300964,0.9873398542404175,0.6698811650276184
30,0.9782984852790833,0.6291000843048096,0.9820395112037659,0.677506148815155
31,0.9632266163825989,0.6442949175834656,0.9700194001197815,0.6934289932250977
32,0.9560431241989136,0.6535463929176331,0.9598837494850159,0.7082305550575256
33,0.9464890956878662,0.6590412259101868,0.9542902112007141,0.7124915719032288
34,0.9323444366455078,0.6663863062858582,0.9454652667045593,0.715855598449707
35,0.9282623529434204,0.6682366132736206,0.9363807439804077,0.728863000869751
36,0.9242053627967834,0.670479416847229,0.9321467280387878,0.729087233543396
37,0.9105859994888306,0.6791141033172607,0.9242379069328308,0.737609326839447
38,0.9061259031295776,0.6819175481796265,0.9195704460144043,0.7387306690216064
39,0.9022976160049438,0.6841042637825012,0.9090968370437622,0.7434402108192444
40,0.8904961943626404,0.6864591836929321,0.8998858332633972,0.7477012872695923
41,0.8818064332008362,0.691505491733551,0.8975020051002502,0.7485983371734619
42,0.8792491555213928,0.6887580752372742,0.8887434005737305,0.75263512134552
43,0.8682987093925476,0.6940286159515381,0.8825083374977112,0.7528594136238098
44,0.8647119402885437,0.6948135495185852,0.8780514001846313,0.7566719055175781
45,0.8570325374603271,0.6986262798309326,0.874597430229187,0.7546535134315491
46,0.8490471839904785,0.7037286162376404,0.8621528744697571,0.7584660053253174
47,0.8447831273078918,0.7008129954338074,0.8619446754455566,0.7589145302772522
48,0.8353812098503113,0.7060835361480713,0.8551422357559204,0.761157214641571
49,0.8318263292312622,0.7080459594726562,0.8471453785896301,0.7609329223632812
50,0.8249103426933289,0.7101766467094421,0.8443058729171753,0.7629513144493103
51,0.8193630576133728,0.7128679752349854,0.8405998945236206,0.7638484239578247
52,0.8097758293151855,0.7183067202568054,0.8337065577507019,0.7649697065353394
53,0.8072800636291504,0.7178581357002258,0.8309862613677979,0.7660910487174988
54,0.8021880388259888,0.7212223410606384,0.8212981224060059,0.7694550156593323
55,0.7930908203125,0.7210541367530823,0.8232147097587585,0.7703521251678467
56,0.7938288450241089,0.722511887550354,0.8192859292030334,0.7696793079376221
57,0.7847153544425964,0.725820004940033,0.8125524520874023,0.772370457649231
58,0.7704096436500549,0.7314269542694092,0.8092719316482544,0.772370457649231
59,0.7735815048217773,0.7256518006324768,0.8120400905609131,0.765642523765564
60,0.7695366144180298,0.727726399898529,0.7973902821540833,0.7748374342918396
61,0.7641339302062988,0.7307541370391846,0.7924860715866089,0.7750616669654846
62,0.7594294548034668,0.7320437431335449,0.7921117544174194,0.7703521251678467
63,0.7487570643424988,0.7364171743392944,0.7888415455818176,0.772370457649231
64,0.7425879240036011,0.7422484159469604,0.7876266241073608,0.7737160921096802
65,0.749190092086792,0.7347911596298218,0.7873018980026245,0.7719219326972961
66,0.738322913646698,0.7382113933563232,0.7794997096061707,0.7725947499275208
67,0.7372653484344482,0.7415195107460022,0.7773972153663635,0.7734917998313904
68,0.7320781350135803,0.7391085028648376,0.7778677940368652,0.772370457649231
69,0.7285197377204895,0.7436501383781433,0.7705227136611938,0.7719219326972961
70,0.7216413021087646,0.74488365650177,0.771128237247467,0.7721462249755859
71,0.7244603633880615,0.7475188970565796,0.7695479989051819,0.7710248827934265
