,loss,accuracy,val_loss,val_accuracy
0,1.2039825916290283,0.5257360935211182,,0.49531078338623047
1,0.7856509685516357,0.683533251285553,,0.741766631603241
2,0.5897325873374939,0.7811886668205261,,0.7912759184837341
3,0.49326422810554504,0.8233369588851929,,0.792802631855011
4,0.4562913775444031,0.8386041522026062,,0.7733914852142334
5,0.42912551760673523,0.8501635789871216,,0.7701199650764465
6,0.4177033603191376,0.8543620705604553,,0.7317339181900024
7,0.39575082063674927,0.8601417541503906,,0.7805888652801514
8,0.3835761547088623,0.8660850524902344,,0.7703380584716797
9,0.3739977180957794,0.8699018359184265,,0.790839672088623
10,0.36432284116744995,0.8726826906204224,,0.785605251789093
11,0.3497249484062195,0.8779171109199524,,0.7829880118370056
12,0.34354132413864136,0.8826063275337219,,0.7936750054359436
13,0.33175039291381836,0.8869683742523193,,0.7995637655258179
14,0.3283781111240387,0.8868592977523804,,0.7934569120407104
15,0.31689491868019104,0.893020749092102,,0.7943293452262878
16,0.31193670630455017,0.8926390409469604,,0.7895310521125793
17,0.3039683997631073,0.8957470059394836,,0.7829880118370056
18,0.2957032024860382,0.9000545144081116,,0.7836422920227051
19,0.2859593629837036,0.900926947593689,,0.7884405851364136
20,0.28590086102485657,0.9036532044410706,,0.7757906317710876
21,0.2770273685455322,0.9068702459335327,,0.7904034852981567
22,0.27898940443992615,0.9060523509979248,,0.8039258718490601
23,0.26810821890830994,0.9091057777404785,,0.729116678237915
24,0.2663347125053406,0.9092693328857422,,0.7840785384178162
25,0.25924623012542725,0.9124318361282349,,0.7801526784896851
26,0.2575536072254181,0.9127044677734375,,0.7631406784057617
27,0.25171422958374023,0.9145583510398865,,0.785605251789093
28,0.24517181515693665,0.9157033562660217,,0.7871319651603699
29,0.24756309390068054,0.9157578945159912,,0.7760087251663208
30,0.24597056210041046,0.9178298711776733,,0.7851690053939819
31,0.2353423535823822,0.9203380346298218,,0.7773173451423645
32,0.22944572567939758,0.9220283627510071,,0.7790621519088745
33,0.23553995788097382,0.9214830994606018,,0.7851690053939819
34,0.2247447520494461,0.9250272512435913,,0.7729552984237671
35,0.22556418180465698,0.9240458011627197,,0.7825518250465393
36,0.22278712689876556,0.9236640930175781,,0.7842966318130493
37,0.2179746925830841,0.9252453446388245,,0.7886586785316467
38,0.21682782471179962,0.9273718595504761,,0.805234432220459
39,0.2164975255727768,0.9278625845909119,,0.7875681519508362
40,0.2090086042881012,0.9297710061073303,,0.8028353452682495
41,0.2056208699941635,0.9303162693977356,,0.8045801520347595
42,0.20828667283058167,0.9295529127120972,,0.7866957187652588
43,0.20213592052459717,0.9318429827690125,,0.7930207252502441
44,0.20305967330932617,0.9316248893737793,,0.7862595319747925
45,0.1984453797340393,0.9336968660354614,,0.790839672088623
46,0.1972312331199646,0.9356052279472351,,0.798037052154541
47,0.19190283119678497,0.9350054264068604,,0.8054525852203369
48,0.19535185396671295,0.9359869360923767,,0.7880043387413025
49,0.18805153667926788,0.9375136494636536,,0.8026172518730164
50,0.18756380677223206,0.9375136494636536,,0.7965103387832642
51,0.19644694030284882,0.933533251285553,,0.7904034852981567
52,0.18931913375854492,0.9370229244232178,,0.7934569120407104
53,0.18278354406356812,0.9402944445610046,,0.7956379652023315
54,0.18189947307109833,0.9393674731254578,,0.8028353452682495
55,0.1751728504896164,0.9415485262870789,,0.7993456721305847
56,0.17756874859333038,0.9400763511657715,,0.787350058555603
57,0.17593970894813538,0.9428026080131531,,0.792802631855011
58,0.1754479706287384,0.9413304328918457,,0.7886586785316467
59,0.1827692836523056,0.9400763511657715,,0.7906215786933899
60,0.167601078748703,0.9452562928199768,,0.8045801520347595
61,0.16770906746387482,0.9455834031105042,,0.7862595319747925
62,0.1688477098941803,0.9437840580940247,,0.7812432050704956
63,0.17123611271381378,0.9432933330535889,,0.7736095786094666
64,0.17075388133525848,0.9443293213844299,,0.7897492051124573
65,0.15792855620384216,0.9486913681030273,,0.8015267252922058
66,0.162998765707016,0.9458015561103821,,0.7958560585975647
67,0.15661785006523132,0.9462922811508179,,0.7869138717651367
68,0.15952152013778687,0.9474918246269226,,0.791057825088501
69,0.1583026647567749,0.9474372863769531,,0.7757906317710876
70,0.15631668269634247,0.9477644562721252,,0.812868058681488
71,0.16132627427577972,0.9452017545700073,,0.8045801520347595
72,0.1560240536928177,0.9473282694816589,,0.7895310521125793
73,0.1548343449831009,0.9489094614982605,,0.7984732985496521
74,0.14663812518119812,0.9506543278694153,,0.7952017188072205
75,0.1453755646944046,0.9512540698051453,,0.7936750054359436
76,0.15121684968471527,0.95010906457901,,0.803489625453949
77,0.14733757078647614,0.9516903162002563,,0.7965103387832642
78,0.14328233897686005,0.951744794845581,,0.7991275787353516
79,0.14508552849292755,0.9517993330955505,,0.7925845384597778
80,0.14407825469970703,0.9529443979263306,,0.7919301986694336
81,0.14202837646007538,0.954307496547699,,0.7956379652023315
82,0.1412484049797058,0.9538167715072632,,0.8071973919868469
